order_id,quantity,lodgement_date,estimated_delivery,salesman_number,model_id,contract_id
4335,250,2016-11-12,2016-11-19,12112511,785,1251
4336,130,2010-09-24,2010-09-10,12112511,919,1861
4337,760,2010-09-30,2010-10-04,12112511,766,1861
4338,870,2012-01-16,2012-01-10,12112511,109,101
4339,490,2003-01-28,2003-02-22,12112511,641,1254
4340,990,2004-05-19,2004-05-12,12112511,133,2422
4341,210,2009-09-16,2009-09-22,12112511,588,2423
4342,920,2008-03-21,2008-02-02,12112511,309,711
4343,630,2010-02-21,2010-02-05,12112511,852,1950
4344,720,2008-06-24,2008-06-01,12112511,692,2424
4345,70,2000-05-10,2000-05-06,12112511,397,109
4346,580,2000-06-01,2000-05-22,12112511,407,109
4347,500,2015-12-28,2016-02-13,12112511,569,1634
4348,520,2000-02-17,2000-02-27,12112511,948,1258
4349,90,2007-12-17,2007-12-08,12112511,491,2087
4350,960,2018-12-16,2018-12-01,12112511,723,2425
4351,940,2005-07-01,2005-07-29,12112511,335,1260
4352,510,2016-11-17,2016-10-28,12112511,71,2426
4353,760,2019-04-09,2019-04-10,12112511,543,1637
4354,1000,2005-01-03,2004-12-17,12112511,904,716
4355,10,2019-09-21,2019-08-04,12112511,757,2427
4356,780,2020-12-15,2020-12-19,12112511,738,717
4357,240,2022-01-20,2022-01-04,12112511,526,1268
4358,320,2015-01-07,2014-12-06,12112511,441,122
4359,770,2008-02-11,2008-01-19,12112511,600,2428
4360,310,2008-07-11,2008-07-25,12112511,568,1643
4361,840,2021-10-26,2021-10-19,12112511,380,2429
4362,200,2011-12-05,2011-10-18,12112511,935,2430
4363,570,2005-09-13,2005-07-25,12112511,514,1272
4364,920,2021-10-19,2021-10-02,12112511,729,1876
4365,850,2004-09-14,2004-09-09,12112511,559,127
4366,710,2015-02-20,2015-03-31,12112511,953,1648
4367,650,2021-12-14,2021-12-20,12112511,579,2431
4368,730,2011-02-01,2011-03-12,12112511,874,1881
4369,720,2011-03-04,2011-02-02,12112511,424,1881
4370,1000,2016-11-10,2016-10-17,12112511,455,2432
4371,160,2011-05-03,2011-05-24,12112511,340,135
4372,650,2005-05-25,2005-05-03,12112511,66,1961
4373,900,2005-05-28,2005-06-16,12112511,912,1961
4374,310,2021-05-15,2021-04-29,12112511,400,2433
4375,130,2001-05-14,2001-07-02,12112511,427,1884
4376,340,2016-07-09,2016-07-06,12112511,687,734
4377,150,2001-11-02,2001-12-22,12112511,802,2434
4378,620,2018-04-13,2018-04-11,12112511,105,1278
4379,1000,2018-03-26,2018-03-21,12112511,182,1278
4380,760,2002-07-24,2002-06-09,12112511,576,1967
4381,800,2006-02-10,2006-02-15,12112511,589,144
4382,390,2010-11-11,2010-11-16,12112511,162,1661
4383,30,2010-10-31,2010-11-27,12112511,107,1661
4384,610,2005-01-25,2005-03-22,12112511,375,2435
4385,650,2000-06-23,2000-07-26,12112511,405,2436
4386,560,2001-09-20,2001-09-07,12112511,848,2102
4387,140,2000-09-17,2000-09-14,12112511,132,2437
4388,900,2009-09-20,2009-10-28,12112511,229,2438
4389,620,2014-10-21,2014-11-05,12112511,859,2439
4390,850,2007-11-02,2007-12-12,12112511,285,148
4391,160,2014-03-27,2014-04-01,12112511,714,2440
4392,360,2006-11-15,2006-11-16,12112511,176,1670
4393,390,2005-12-13,2006-01-15,12112511,644,1890
4394,120,2006-08-30,2006-10-20,12112511,136,2441
4395,880,2000-03-16,2000-03-18,12112511,545,154
4396,970,2014-08-07,2014-08-30,12112511,219,2442
4397,690,2019-03-19,2019-03-25,12112511,701,2104
4398,750,2001-09-09,2001-09-07,12112511,575,748
4399,710,2016-03-18,2016-02-29,12112511,259,1672
4400,270,2009-12-17,2009-11-24,12112511,391,2443
4401,90,2008-11-03,2008-10-23,12112511,243,161
4402,140,2019-01-30,2019-03-02,12112511,918,1674
4403,80,2017-07-04,2017-07-16,12112511,635,1675
4404,370,2008-04-28,2008-03-14,12112511,826,163
4405,810,2000-03-19,2000-03-02,12112505,434,27
4406,450,2012-11-29,2012-12-26,12112505,15,1815
4407,460,2017-08-11,2017-07-15,12112505,246,2444
4408,640,2019-03-12,2019-04-14,12112505,430,2385
4409,620,2018-07-02,2018-06-26,12112505,538,2445
4410,860,2009-07-12,2009-08-02,12112505,648,644
4411,920,2020-04-25,2020-04-18,12112505,584,1182
4412,660,2001-03-03,2001-02-25,12112505,393,2446
4413,650,2016-06-06,2016-07-03,12112505,237,2447
4414,30,2013-11-26,2013-11-29,12112505,259,2448
4415,920,2000-09-26,2000-09-19,12112505,394,2388
4416,10,2000-09-30,2000-11-07,12112505,13,1908
4417,730,2018-11-13,2018-11-13,12112505,187,2449
4418,730,2013-06-21,2013-07-27,12112505,323,2389
4419,100,2009-03-28,2009-03-28,12112505,694,1580
4420,770,2003-07-13,2003-08-23,12112505,577,2116
4421,960,2019-11-28,2019-12-15,12112505,527,1824
4422,680,2004-11-08,2004-10-12,12112505,57,2062
4423,900,2007-07-02,2007-05-28,12112505,372,1199
4424,840,2012-12-27,2012-11-20,12112505,833,2120
4425,330,2016-05-14,2016-05-27,12112505,164,45
4426,330,2009-01-16,2008-12-21,12112505,339,2450
4427,310,2007-12-25,2007-11-17,12112505,541,2451
4428,720,2001-10-14,2001-10-05,12112505,229,47
4429,1000,2018-10-10,2018-11-04,12112505,125,48
4430,730,2005-10-13,2005-09-25,12112505,400,2452
4431,220,2005-05-02,2005-05-27,12112505,416,2397
4432,230,2002-02-23,2002-01-18,12112505,958,656
4433,200,2004-05-05,2004-04-15,12112505,393,51
4434,660,2016-08-17,2016-08-03,12112505,282,658
4435,930,2013-08-12,2013-07-10,12112505,520,2125
4436,160,2003-06-26,2003-07-18,12112505,111,2399
4437,430,2014-03-27,2014-04-14,12112505,602,57
4438,910,2007-03-19,2007-03-29,12112505,327,1210
4439,360,2007-04-10,2007-03-17,12112505,543,1210
4440,120,2002-02-24,2002-02-26,12112505,76,1924
4441,710,2021-07-14,2021-08-06,12112505,341,2453
4442,160,2021-08-26,2021-08-22,12112505,307,2453
4443,430,2012-05-25,2012-06-24,12112505,574,2454
4444,650,2018-02-25,2018-03-09,12112505,206,1929
4445,520,2009-02-06,2009-02-05,12112505,205,2455
4446,850,2020-10-02,2020-09-01,12112505,347,1605
4447,280,2002-09-07,2002-08-26,12112505,894,64
4448,600,2008-11-22,2008-11-21,12112505,403,669
4449,740,2002-07-18,2002-06-14,12112505,369,1608
4450,410,2007-08-22,2007-09-13,12112505,471,1222
4451,160,2013-02-18,2013-01-23,12112505,723,67
4452,90,2003-01-08,2003-01-28,12112505,608,1610
4453,780,2018-01-12,2017-12-28,12112505,628,672
4454,90,2017-08-26,2017-07-25,12112505,477,72
4455,910,2000-09-29,2000-10-25,12112505,944,2456
4456,220,2015-05-02,2015-05-10,12112505,161,2406
4457,390,2011-05-13,2011-05-24,12112505,693,1227
4458,800,2014-07-12,2014-06-25,12112505,775,677
4459,720,2005-08-10,2005-07-26,12112505,372,2139
4460,180,2005-08-05,2005-08-14,12112505,339,2139
4461,50,2004-05-05,2004-03-28,12112505,215,2457
4462,320,2001-05-24,2001-06-09,12112505,442,1937
4463,70,2015-11-05,2015-10-28,12112505,21,1850
4464,360,2014-09-11,2014-08-29,12112505,687,2458
4465,390,2007-11-18,2007-10-29,12112505,729,81
4466,770,2009-02-11,2009-04-05,12112505,752,684
4467,580,2009-03-31,2009-04-09,12112505,672,684
4468,560,2009-11-14,2009-11-22,12112505,715,2459
4469,790,2009-12-17,2009-11-25,12112505,743,2459
4470,380,2007-03-25,2007-03-24,12112505,901,88
4471,590,2003-08-21,2003-06-28,12112505,35,89
4472,990,2021-05-03,2021-05-27,12112505,75,1239
4473,800,2014-02-10,2014-03-10,12112505,121,2460
4474,680,2005-09-12,2005-08-18,12112505,746,691
4475,820,2005-09-02,2005-08-29,12112505,535,691
4476,520,2002-12-23,2002-12-15,12112505,103,1244
4477,400,2019-10-24,2019-11-01,12112505,400,2144
4478,690,2011-08-17,2011-08-04,12112505,793,91
4479,600,2019-12-30,2020-01-09,12112505,127,692
4480,60,2014-06-13,2014-06-03,12112505,245,96
4481,290,2014-05-22,2014-05-05,12112505,379,96
4482,760,2010-08-09,2010-08-28,12112505,188,2461
4483,520,2005-06-23,2005-08-02,12112505,751,706
4484,870,2019-09-15,2019-10-14,12112505,151,2085
4485,440,2011-03-26,2011-02-19,12112505,947,1625
4486,30,2002-06-28,2002-07-06,12112505,520,1253
4487,430,2021-04-09,2021-05-01,12112505,921,2462
4488,160,2012-10-19,2012-09-24,12112505,408,1865
4489,40,2005-01-15,2005-01-17,12112505,242,2463
4490,650,2007-12-15,2007-12-19,12112505,372,1949
4491,190,2009-05-12,2009-05-22,12112505,510,111
4492,540,2013-10-03,2013-09-12,12112505,602,2464
4493,550,2000-02-19,2000-03-11,12112505,13,1258
4494,190,2005-07-09,2005-06-13,12112505,644,713
4495,10,2021-12-23,2021-11-25,12112505,833,1636
4496,170,2005-07-03,2005-07-30,12112505,476,1260
4497,430,2015-09-28,2015-10-18,12112505,244,2465
4498,150,2000-08-20,2000-07-27,12112505,524,2466
4499,830,2003-04-28,2003-04-15,12112505,867,2088
4500,180,2002-04-16,2002-05-18,12112505,29,1640
4501,40,2006-07-04,2006-05-27,12112505,607,2467
4502,100,2011-08-25,2011-09-02,12112505,436,2468
4503,480,2002-06-07,2002-04-26,12112505,569,1873
4504,710,2020-07-18,2020-07-24,12112505,464,2469
4505,210,2004-03-21,2004-05-07,12112505,705,2470
4506,590,2008-08-09,2008-07-10,12112505,56,1643
4507,370,2008-08-05,2008-07-18,12112505,82,2471
4508,860,2003-10-23,2003-10-17,12112505,188,128
4509,280,2020-04-02,2020-04-29,12112505,344,2472
4510,900,2014-11-23,2014-11-24,12112505,2,2473
4511,680,2009-03-06,2009-02-13,12112505,814,2474
4512,730,2017-12-06,2017-12-16,12112505,344,2475
4513,310,2019-04-16,2019-03-29,12112505,848,2476
4514,120,2007-05-26,2007-04-17,12112505,392,1965
4515,870,2007-04-16,2007-06-04,12112505,468,1965
4516,360,2010-01-06,2009-12-30,12112505,423,737
4517,660,2006-03-02,2006-01-18,12112505,297,738
4518,10,2017-03-29,2017-03-30,12112505,157,2477
4519,290,2002-06-29,2002-06-18,12112505,374,1967
4520,610,2006-03-04,2006-01-26,12112505,651,144
4521,970,2001-09-10,2001-09-16,12112505,76,2102
4522,520,2020-05-01,2020-05-10,12112505,665,2478
4523,690,2016-01-30,2016-01-12,12112505,745,1664
4524,460,2016-05-11,2016-05-12,12112505,776,744
4525,480,2016-05-27,2016-05-17,12112505,297,744
4526,310,2010-03-14,2010-04-01,12112505,706,1666
4527,840,2009-10-15,2009-11-10,12112505,493,2438
4528,990,2019-07-16,2019-07-29,12112505,678,152
4529,290,2019-06-07,2019-06-09,12112505,763,152
4530,60,2011-12-30,2011-12-25,12112505,771,2479
4531,560,2002-04-10,2002-04-13,12112505,323,158
4532,370,2019-05-09,2019-04-22,12112505,951,2105
4533,290,2004-09-06,2004-10-03,12112505,188,2480
4534,660,2006-10-26,2006-11-21,12112505,610,2481
4535,150,2008-10-17,2008-10-28,12112505,517,161
4536,310,2008-03-18,2008-03-11,12112505,33,163
4537,730,2019-07-16,2019-06-20,12112420,30,2208
4538,860,2000-02-23,2000-03-13,12112420,806,2178
4539,420,2022-02-08,2022-02-14,12112420,527,549
4540,330,2019-09-25,2019-11-01,12112420,105,354
4541,800,2001-10-15,2001-09-23,12112420,679,560
4542,50,2014-07-30,2014-09-18,12112420,496,2214
4543,360,2012-04-26,2012-04-02,12112420,564,561
4544,970,2015-03-04,2015-02-17,12112420,680,809
4545,420,2017-06-23,2017-06-26,12112420,570,2330
4546,30,2018-01-27,2018-02-24,12112420,839,2215
4547,590,2009-07-31,2009-08-02,12112400,590,2482
4548,940,2012-12-15,2012-12-09,12112400,395,1815
4549,860,2008-04-18,2008-04-03,12112400,635,2483
4550,680,2009-07-08,2009-05-26,12112400,71,2484
4551,950,2002-11-06,2002-10-18,12112400,446,32
4552,20,2000-06-06,2000-06-14,12112400,779,1820
4553,590,2016-03-22,2016-03-05,12112400,259,2112
4554,950,2016-05-20,2016-04-27,12112400,284,1185
4555,640,2010-12-24,2010-12-31,12112400,811,1906
4556,970,2008-01-31,2008-01-29,12112400,438,2485
4557,890,2005-12-08,2005-12-25,12112400,397,2486
4558,210,2018-11-19,2018-11-20,12112400,327,2449
4559,800,2018-11-21,2018-11-09,12112400,883,2449
4560,310,2000-04-01,2000-03-31,12112400,617,2061
4561,290,2003-03-10,2003-02-28,12112400,597,2487
4562,660,2001-11-26,2001-11-26,12112400,384,2488
4563,640,2019-11-24,2019-11-09,12112400,335,1824
4564,30,2004-08-31,2004-08-26,12112400,493,2489
4565,700,2005-04-07,2005-04-09,12112400,385,2490
4566,660,2019-01-02,2018-12-27,12112400,722,1916
4567,620,2003-06-29,2003-06-10,12112400,716,2491
4568,180,2012-01-12,2012-02-08,12112400,727,2492
4569,840,2012-12-17,2012-12-18,12112400,653,2120
4570,490,2020-12-11,2020-11-28,12112400,572,2493
4571,40,2001-11-09,2001-09-28,12112400,931,47
4572,710,2001-10-17,2001-10-19,12112400,357,47
4573,100,2018-10-14,2018-09-26,12112400,856,48
4574,770,2005-05-22,2005-05-21,12112400,149,2397
4575,280,2017-01-11,2016-12-16,12112400,668,2123
4576,90,2008-01-17,2008-02-05,12112400,125,2494
4577,680,2001-08-13,2001-07-02,12112400,790,1598
4578,680,2018-05-04,2018-06-05,12112400,129,1599
4579,780,2007-06-10,2007-07-17,12112400,322,1205
4580,850,2005-12-19,2005-11-09,12112400,132,2495
4581,80,2005-09-13,2005-10-09,12112400,79,1208
4582,580,2014-09-14,2014-09-18,12112400,96,1600
4583,130,2006-09-16,2006-09-22,12112400,920,1835
4584,10,2020-09-05,2020-10-22,12112400,689,2496
4585,120,2006-10-25,2006-11-06,12112400,686,1837
4586,390,2020-08-26,2020-08-15,12112400,669,2497
4587,540,2007-07-01,2007-08-02,12112400,357,2498
4588,980,2005-12-29,2005-12-28,12112400,669,2499
4589,130,2018-03-01,2018-03-20,12112400,301,1929
4590,610,2005-09-02,2005-09-25,12112400,157,2500
4591,650,2008-01-11,2007-12-17,12112400,288,2132
4592,120,2007-07-07,2007-06-11,12112400,14,2501
4593,490,2000-07-02,2000-07-06,12112400,198,2502
4594,660,2015-04-28,2015-03-29,12112400,638,1846
4595,430,2015-04-19,2015-04-25,12112400,349,1846
4596,300,2003-05-31,2003-05-27,12112400,196,1609
4597,150,2005-02-11,2005-03-18,12112400,583,2503
4598,240,2003-01-21,2003-02-02,12112400,575,1610
4599,210,2002-08-13,2002-07-23,12112400,790,2504
4600,440,2020-08-15,2020-08-23,12112400,243,1847
4601,810,2011-04-15,2011-03-17,12112400,610,73
4602,60,2022-03-06,2022-02-25,12112400,885,2505
4603,890,2012-08-26,2012-08-04,12112400,633,1229
4604,980,2015-10-13,2015-10-17,12112400,463,1850
4605,40,2020-07-28,2020-09-07,12112400,112,2506
4606,240,2008-05-20,2008-05-04,12112400,580,2507
4607,960,2006-12-13,2006-12-26,12112400,399,2411
4608,560,2018-06-15,2018-06-15,12112400,244,2508
4609,410,2007-05-28,2007-07-13,12112400,425,2509
4610,540,2008-12-12,2009-01-23,12112400,78,1241
4611,400,2014-02-03,2014-02-16,12112400,70,2460
4612,360,2000-07-26,2000-08-13,12112400,169,2510
4613,280,2014-06-18,2014-07-14,12112400,866,1621
4614,80,2013-08-06,2013-07-27,12112400,3,95
4615,540,2021-09-28,2021-09-03,12112400,625,698
4616,420,2014-06-23,2014-07-08,12112400,291,699
4617,1000,2019-09-01,2019-08-26,12112400,458,2511
4618,750,2018-09-10,2018-10-04,12112400,501,2512
4619,920,2012-01-25,2012-01-08,12112400,749,705
4620,720,2012-02-28,2012-02-11,12112400,42,705
4621,790,2021-03-29,2021-02-09,12112400,171,2513
4622,730,2022-03-07,2022-03-01,12112400,228,2514
4623,520,2013-07-18,2013-09-01,12112400,632,2515
4624,660,2006-10-12,2006-10-19,12112400,835,107
4625,110,2013-04-03,2013-03-11,12112400,487,2516
4626,500,2016-07-18,2016-08-07,12112400,622,2151
4627,150,2016-08-13,2016-06-25,12112400,402,2151
4628,450,2010-01-25,2010-01-27,12112400,449,1950
4629,730,2019-04-30,2019-05-07,12112400,227,2517
4630,890,2009-05-09,2009-05-15,12112400,162,111
4631,540,2007-12-15,2007-11-20,12112400,142,2518
4632,900,2006-08-08,2006-08-13,12112400,407,1633
4633,720,2015-12-30,2016-01-11,12112400,531,1634
4634,620,2013-08-11,2013-10-03,12112400,766,2464
4635,930,2002-09-21,2002-10-10,12112400,472,2519
4636,650,2011-12-07,2012-01-06,12112400,297,1870
4637,40,2005-07-08,2005-07-16,12112400,403,713
4638,380,2000-08-12,2000-09-09,12112400,713,2466
4639,110,2003-03-23,2003-03-17,12112400,152,2088
4640,50,2014-04-24,2014-06-04,12112400,655,2520
4641,770,2020-12-24,2020-12-19,12112400,718,717
4642,550,2008-07-22,2008-07-16,12112400,13,2521
4643,320,2002-05-17,2002-05-27,12112400,470,1873
4644,920,2018-08-23,2018-08-27,12112400,165,2522
4645,400,2016-02-05,2016-01-12,12112400,278,2523
4646,270,2021-10-12,2021-09-25,12112400,483,2429
4647,150,2005-02-18,2005-02-24,12112400,309,1646
4648,10,2015-10-15,2015-10-02,12112400,499,2524
4649,470,2007-04-16,2007-04-18,12112400,505,2525
4650,200,2015-03-25,2015-03-07,12112400,146,1648
4651,370,2012-02-09,2012-01-20,12112400,170,733
4652,850,2013-02-08,2013-02-23,12112400,864,1963
4653,600,2014-01-04,2014-01-20,12112400,634,2526
4654,950,2001-10-18,2001-09-21,12112400,942,141
4655,460,2001-09-30,2001-09-07,12112400,764,141
4656,120,2008-06-15,2008-05-03,12112400,865,2527
4657,770,2018-04-06,2018-04-26,12112400,274,1278
4658,490,2012-07-17,2012-08-10,12112400,488,2167
4659,70,2017-12-23,2017-12-26,12112400,9,2099
4660,320,2017-12-10,2017-12-08,12112400,617,2099
4661,830,2021-07-27,2021-06-29,12112400,789,2528
4662,860,2009-01-17,2009-02-17,12112400,233,2529
4663,650,2016-01-21,2016-01-17,12112400,437,739
4664,220,2006-02-11,2006-03-05,12112400,936,144
4665,510,2020-11-07,2020-11-20,12112400,49,2530
4666,220,2013-11-26,2013-11-15,12112400,214,1660
4667,360,2003-09-14,2003-09-24,12112400,332,2531
4668,520,2012-01-02,2012-01-18,12112400,698,2532
4669,740,2001-09-12,2001-10-24,12112400,631,2102
4670,420,2022-02-28,2022-02-25,12112400,385,1667
4671,420,2020-02-12,2020-01-16,12112400,806,1283
4672,540,2007-11-12,2007-12-06,12112400,314,148
4673,30,2000-12-25,2000-12-04,12112400,800,1975
4674,370,2016-12-23,2016-11-21,12112400,367,746
4675,210,2019-02-01,2019-02-10,12112400,917,1674
4676,450,2013-07-06,2013-07-07,12112400,137,1979
4677,60,2020-12-09,2020-12-08,12112329,487,2533
4678,830,2015-11-23,2015-12-10,12112329,291,547
4679,390,2016-06-29,2016-07-09,12112329,938,550
4680,880,2014-04-04,2014-05-21,12112329,619,355
4681,710,2014-04-10,2014-04-07,12112329,297,355
4682,410,2012-03-12,2012-04-14,12112329,85,561
4683,440,2015-03-11,2015-03-18,12112329,124,809
4684,350,2015-04-01,2015-03-02,12112329,837,809
4685,850,2017-05-31,2017-06-16,12112329,485,2330
4686,30,2006-03-03,2006-03-08,12112312,741,2534
4687,140,2020-11-28,2021-01-09,12112312,32,2535
4688,210,2005-02-17,2005-02-03,12112312,836,2536
4689,170,2008-04-14,2008-05-04,12112312,335,2358
4690,670,2018-09-13,2018-09-18,12112312,430,2361
4691,220,2000-09-09,2000-10-08,12112312,593,2537
4692,360,2011-06-24,2011-05-18,12112312,391,1765
4693,660,2008-02-24,2008-01-14,12112312,924,2538
4694,50,2011-12-21,2012-01-06,12112312,440,1901
4695,750,2021-08-27,2021-08-23,12112312,716,2219
4696,180,2021-07-19,2021-08-11,12112312,386,2219
4697,70,2002-09-09,2002-09-05,12112312,460,1767
4698,860,2012-05-19,2012-04-29,12112312,42,1507
4699,820,2003-05-17,2003-05-19,12112312,43,1104
4700,110,2014-01-31,2014-02-01,12112312,135,1769
4701,950,2021-11-23,2021-11-05,12112312,732,18
4702,420,2017-10-09,2017-10-24,12112312,959,927
4703,450,2010-01-28,2010-02-20,12112312,26,2539
4704,770,2010-12-08,2010-11-25,12112312,897,2540
4705,440,2010-05-10,2010-04-12,12112312,861,1109
4706,190,2016-01-09,2016-02-01,12112312,877,1473
4707,480,2015-12-27,2015-12-31,12112312,893,1473
4708,960,2006-07-11,2006-08-30,12112312,266,23
4709,550,2022-01-21,2022-01-27,12112312,491,2541
4710,260,2008-02-11,2008-01-11,12112300,508,359
4711,280,2014-11-14,2014-11-18,12112300,43,442
4712,210,2016-08-21,2016-08-22,12112300,395,1030
4713,860,2008-01-27,2008-01-12,12112300,844,363
4714,910,2009-08-13,2009-09-15,12112300,639,1982
4715,270,2021-05-25,2021-06-06,12112300,234,364
4716,380,2001-10-04,2001-10-07,12112300,737,758
4717,610,2001-11-07,2001-11-15,12112300,870,1033
4718,270,2017-06-21,2017-06-29,12112300,507,759
4719,240,2003-07-23,2003-08-19,12112300,456,258
4720,210,2013-08-21,2013-08-30,12112300,308,2542
4721,100,2016-01-31,2016-01-02,12112300,156,2543
4722,370,2015-12-29,2016-01-26,12112300,683,2543
4723,1000,2001-06-14,2001-07-08,12112300,63,2544
4724,70,2005-12-19,2005-12-03,12112300,205,2545
4725,220,2006-07-29,2006-08-28,12112300,118,374
4726,40,2005-11-12,2005-10-25,12112300,429,1529
4727,500,2009-07-09,2009-05-28,12112300,753,272
4728,840,2014-05-27,2014-04-30,12112300,316,2546
4729,150,2017-08-11,2017-07-04,12112300,68,2297
4730,520,2003-09-16,2003-09-30,12112300,357,2547
4731,250,2021-09-21,2021-10-19,12112300,410,458
4732,730,2001-09-25,2001-09-27,12112300,919,2548
4733,770,2003-12-25,2003-12-09,12112300,287,995
4734,610,2009-08-28,2009-08-25,12112300,168,274
4735,340,2008-07-06,2008-07-24,12112300,411,2549
4736,520,2002-01-01,2002-01-03,12112300,327,2550
4737,830,2011-01-21,2011-02-19,12112300,681,383
4738,510,2020-03-15,2020-03-11,12112300,923,2301
4739,280,2006-02-14,2006-03-31,12112300,161,2551
4740,910,2022-02-14,2022-02-11,12112300,437,2238
4741,210,2020-12-11,2020-12-31,12112300,738,466
4742,270,2008-10-30,2008-11-30,12112300,670,2552
4743,850,2009-12-17,2010-01-02,12112300,524,2304
4744,110,2007-10-05,2007-09-12,12112300,784,1003
4745,20,2020-06-20,2020-05-11,12112300,642,829
4746,10,2009-11-20,2009-11-18,12112300,877,1996
4747,750,2006-08-11,2006-08-17,12112300,232,2553
4748,430,2021-01-12,2021-01-26,12112300,899,2554
4749,990,2018-01-23,2018-01-11,12112300,477,296
4750,110,2005-09-25,2005-09-26,12112300,721,2555
4751,640,2021-07-11,2021-06-28,12112300,512,300
4752,570,2001-08-03,2001-07-30,12112300,173,1005
4753,710,2006-02-03,2006-03-12,12112300,78,486
4754,30,2006-03-10,2006-03-09,12112300,509,486
4755,930,2008-08-14,2008-07-21,12112300,606,2556
4756,50,2000-03-18,2000-04-09,12112300,744,2557
4757,470,2016-04-24,2016-05-13,12112300,716,2558
4758,70,2013-03-15,2013-03-29,12112300,516,2000
4759,240,2008-10-24,2008-10-15,12112300,875,2559
4760,680,2008-10-01,2008-10-26,12112300,606,2559
4761,20,2018-10-06,2018-09-01,12112300,540,606
4762,650,2021-02-22,2021-02-08,12112300,531,1547
4763,220,2016-10-11,2016-09-03,12112300,487,2560
4764,570,2018-06-15,2018-05-24,12112300,566,2561
4765,970,2018-06-27,2018-06-09,12112300,954,2561
4766,250,2014-06-21,2014-07-09,12112300,937,318
4767,980,2001-07-04,2001-07-31,12112300,475,1551
4768,120,2013-06-04,2013-05-22,12112300,21,418
4769,740,2013-06-23,2013-05-10,12112300,428,418
4770,770,2004-02-02,2003-12-25,12112300,605,2254
4771,230,2007-01-03,2006-12-04,12112300,936,609
4772,400,2017-01-01,2016-12-23,12112300,79,420
4773,770,2012-01-23,2012-01-31,12112300,3,2562
4774,320,2004-08-22,2004-07-07,12112300,57,2563
4775,110,2020-01-31,2020-03-23,12112300,158,1060
4776,130,2021-07-11,2021-08-06,12112300,674,505
4777,990,2011-04-06,2011-02-27,12112300,375,2317
4778,130,2017-01-26,2017-02-05,12112300,720,2564
4779,540,2021-11-01,2021-11-01,12112300,809,2565
4780,640,2015-11-16,2015-10-13,12112300,942,2258
4781,600,2006-07-31,2006-07-10,12112300,412,426
4782,430,2015-03-20,2015-04-23,12112300,401,785
4783,730,2017-08-04,2017-08-01,12112300,379,507
4784,780,2007-11-04,2007-11-10,12112300,49,328
4785,550,2007-07-06,2007-07-17,12112300,774,2566
4786,220,2008-09-15,2008-08-18,12112300,356,614
4787,420,2000-03-06,2000-01-10,12112300,913,1069
4788,240,2002-12-03,2002-11-29,12112300,30,1070
4789,660,2018-11-28,2019-01-02,12112300,811,1565
4790,860,2013-07-02,2013-06-18,12112300,116,855
4791,560,2012-03-02,2012-02-19,12112300,312,2263
4792,380,2012-11-23,2012-10-20,12112300,747,2567
4793,730,2012-11-28,2012-10-25,12112300,465,2567
4794,420,2013-05-30,2013-07-01,12112300,520,858
4795,140,2011-09-22,2011-11-01,12112300,242,2266
4796,750,2007-06-03,2007-05-21,12112300,10,2568
4797,30,2005-08-22,2005-09-04,12112300,702,434
4798,310,2006-05-11,2006-04-10,12112300,657,2569
4799,510,2003-01-08,2003-01-06,12112300,327,2570
4800,420,2017-05-23,2017-04-11,12112300,756,2013
4801,570,2003-09-13,2003-09-15,12112300,420,2571
4802,90,2006-04-03,2006-04-04,12112300,594,1570
4803,430,2011-05-31,2011-05-30,12112300,377,2015
4804,830,2000-11-29,2000-12-17,12112300,762,2572
4805,50,2021-05-30,2021-05-19,12112300,284,352
4806,280,2019-04-16,2019-04-01,12112222,473,628
4807,580,2011-09-04,2011-08-29,12112222,463,2573
4808,460,2010-09-25,2010-09-16,12112222,830,1176
4809,800,2003-07-07,2003-08-01,12112222,528,2574
4810,240,2019-03-21,2019-02-07,12112222,152,571
4811,180,2011-07-18,2011-08-25,12112222,332,1499
4812,580,2015-01-21,2015-01-02,12112222,865,573
4813,400,2022-02-04,2022-01-11,12112222,71,1810
4814,250,2016-08-16,2016-07-31,12112222,409,174
4815,50,2010-07-03,2010-06-18,12112222,608,2575
4816,580,2004-12-26,2004-11-13,12112211,625,177
4817,410,2016-07-24,2016-09-07,12112211,733,933
4818,270,2007-07-11,2007-07-06,12112211,68,1697
4819,720,2021-05-02,2021-03-27,12112211,538,2576
4820,640,2007-03-17,2007-04-01,12112211,206,2577
4821,950,2016-08-09,2016-07-13,12112211,28,1731
4822,370,2018-06-05,2018-06-09,12112211,526,1733
4823,490,2010-02-15,2010-03-29,12112211,361,1736
4824,160,2010-06-14,2010-07-17,12112211,380,1144
4825,460,2009-08-27,2009-08-02,12112211,190,942
4826,10,2002-04-19,2002-03-28,12112211,35,1296
4827,240,2010-12-26,2010-12-09,12112211,759,1779
4828,110,2010-08-15,2010-09-03,12112211,203,1410
4829,60,2008-09-04,2008-09-12,12112211,400,1444
4830,200,2002-05-15,2002-05-17,12112211,258,880
4831,320,2010-12-21,2010-11-14,12112211,351,951
4832,140,2005-07-14,2005-07-18,12112211,927,1707
4833,160,2007-09-06,2007-09-17,12112211,741,2578
4834,620,2011-09-19,2011-09-08,12112211,815,1683
4835,340,2007-02-10,2007-02-25,12112211,782,1741
4836,170,2002-11-02,2002-09-10,12112211,457,2579
4837,870,2013-09-22,2013-08-03,12112211,509,1780
